STATIONID;OBSERVATIONYEAR;OBSERVATIONMONTH;OBSERVATIONDAY;OBSERVATIONHOUR;BARPRESSURE;DRYTEMP;WETTEMP;MAXTEMP;MINTEMP;RELHUMIDITY;WINDDIRECTION;WINDFORCEKNOT;VISIBILITY;TOTALCLOUDAMOUNT;PRECIPHEIGHT;HLIOFANIA
16667;1980;1;1;0;999,5;16;12,2;;;61;180;30;20;8;;
16667;1980;1;1;3;994,7;16,2;12,8;;;66;180;25;16;8;;
16667;1980;1;1;6;995,6;13;9,8;;8,2;64;200;16;20;8;11,9;
16667;1980;1;1;9;996,7;13,4;8,6;;;49;250;15;20;6;;
16667;1980;1;1;12;996,5;13,2;8,8;;;52;230;20;20;3;;
16667;1980;1;1;15;1.000,3;13;8,6;;;52;230;20;20;5;;
16667;1980;1;1;18;1.004,7;9,4;6,4;16,3;;61;320;16;20;4;2,7;
16667;1980;1;1;21;1.009,3;8,8;4,8;;;48;320;16;25;2;;
16667;1980;1;2;0;1.011,3;8,8;4,6;;;46;290;16;25;1;;
16667;1980;1;2;3;1.013,5;7,8;3,6;;;44;320;6;20;7;;
16667;1980;1;2;6;1.014,3;5,6;2,8;;5,4;58;0;0;30;3;;
16667;1980;1;2;9;1.014,4;11,4;7;;;48;110;4;35;1;;
16667;1980;1;2;12;1.012,8;11,8;7,8;;;54;160;12;35;2;;
16667;1980;1;2;15;1.011,5;11,4;7,4;;;52;160;16;25;7;;
16667;1980;1;2;18;1.008,7;11,6;8,4;12;;61;160;18;14;8;0;
16667;1980;1;2;21;1.007,1;12,1;10,5;;;81;160;24;12;8;;
16667;1980;1;3;0;1.004,8;11,6;10,6;;;88;160;23;16;8;;
16667;1980;1;3;3;1.001,6;13,5;11,5;;;78;180;24;10;8;;
16667;1980;1;3;6;1.000,1;15;12;;9,4;68;160;23;14;8;12,2;
16667;1980;1;3;9;999,5;15,2;12,2;;;68;160;28;9;8;;
16667;1980;1;3;12;997,1;15;10;;;49;200;28;16;7;;
16667;1980;1;3;15;998,4;14,3;9,1;;;45;200;18;16;3;;
16667;1980;1;3;18;999,5;9,4;7,4;15,2;;73;230;10;16;6;2,5;
16667;1980;1;3;21;1.000,4;10,2;6,4;;;52;230;12;20;6;;
16667;1980;1;4;0;1.000,7;6,2;4,8;;;79;290;8;16;6;;
16667;1980;1;4;3;1.002,3;7;4,6;;;66;320;10;16;6;;
16667;1980;1;4;6;1.004,5;6,2;3,2;;4,8;56;290;14;16;7;5,5;
16667;1980;1;4;9;1.006,4;6,4;2,8;;;49;320;8;16;7;;
16667;1980;1;4;12;1.006,1;7,4;3,2;;;42;270;10;18;4;;
16667;1980;1;4;15;1.007,5;5,6;2,4;;;51;290;8;18;4;;
16667;1980;1;4;18;1.009,2;5,2;1,6;11;;46;250;10;18;2;;
16667;1980;1;4;21;1.009,5;3,8;2;;;70;0;0;20;5;;
16667;1980;1;5;0;1.009,5;2,8;1,2;;;72;290;4;20;3;;
16667;1980;1;5;3;1.010,4;2,8;2,4;;;93;320;6;20;5;;
16667;1980;1;5;6;1.011,6;5;3,8;;2,4;81;70;12;14;7;;
16667;1980;1;5;9;1.014,7;5;3,4;;;74;50;16;20;7;;
16667;1980;1;5;12;1.014,7;5,8;3,2;;;61;360;12;20;4;;
16667;1980;1;5;15;1.016,4;3,8;0,8;;;52;290;12;20;4;;
16667;1980;1;5;18;1.017,6;3,4;1,4;5,8;;66;320;8;20;1;0,1;
16667;1980;1;5;21;1.019,3;3,6;1,8;;;70;360;3;20;5;;
16667;1980;1;6;0;1.019,3;1,6;0,2;;;74;230;6;20;3;;
16667;1980;1;6;3;1.019,1;1;-0,2;;;79;230;8;20;0;;
16667;1980;1;6;6;1.019,3;2,2;0,4;;0,6;67;180;8;16;1;;
16667;1980;1;6;9;1.020,1;5,6;3,2;;;63;160;8;16;1;;
16667;1980;1;6;12;1.018,4;6,2;3,4;;;58;160;10;20;7;;
16667;1980;1;6;15;1.017,7;6,6;4;;;62;160;8;16;7;;
16667;1980;1;6;18;1.016,9;7,4;3,8;8;;51;160;8;16;8;;
16667;1980;1;6;21;1.016,4;7,8;5,4;;;66;140;14;16;8;;
16667;1980;1;7;0;1.014,5;6,8;5,8;;;85;140;14;16;8;;
16667;1980;1;7;3;1.011,9;8;5,2;;;62;140;12;16;8;;
