STATIONID;OBSERVATIONYEAR;OBSERVATIONMONTH;OBSERVATIONDAY;OBSERVATIONHOUR;BARPRESSURE;DRYTEMP;WETTEMP;MAXTEMP;MINTEMP;RELHUMIDITY;WINDDIRECTION;WINDFORCEKNOT;VISIBILITY;TOTALCLOUDAMOUNT;PRECIPHEIGHT;HLIOFANIA
16734;1980;1;1;0;998,8;13,8;10;;;59;250;30;10;8;;
16734;1980;1;1;3;998,8;12,8;8,6;;;54;270;34;15;7;;
16734;1980;1;1;6;1.000,9;10,2;7,6;;9,4;68;270;38;10;7;2,6;
16734;1980;1;1;9;1.004,9;11,4;8,2;;;61;290;30;15;6;;
16734;1980;1;1;12;1.006,5;12,8;9,2;;;59;290;28;20;6;;
16734;1980;1;1;15;1.009,3;12;8,2;;;56;290;24;20;6;;
16734;1980;1;1;18;1.012,7;12;7,2;14;;45;290;23;20;2;1,2;
16734;1980;1;1;21;1.012,9;12;7,6;;;50;290;25;20;4;;
16734;1980;1;2;0;1.013,9;11,8;7,4;;;48;270;12;20;7;;
16734;1980;1;2;3;1.013,5;8,2;5,8;;;68;50;8;20;7;;
16734;1980;1;2;6;1.013,5;8;6,4;;7,8;77;20;4;20;7;;
16734;1980;1;2;9;1.012;11,4;9,8;;;81;90;8;20;8;;
16734;1980;1;2;12;1.009,1;13,4;12,6;;;91;230;24;5;8;;
16734;1980;1;2;15;1.007,5;15,2;13,4;;;80;250;26;5;8;;
16734;1980;1;2;18;1.006,9;15,4;13,4;16;;79;250;22;10;7;5;
16734;1980;1;2;21;1.005,3;15,2;13,2;;;79;250;26;10;4;;
16734;1980;1;3;0;1.002,9;16,2;13,6;;;74;250;30;10;8;;
16734;1980;1;3;3;1.000,8;14;12,2;;;80;250;35;10;7;;
16734;1980;1;3;6;1.002,4;12,2;9;;5,4;63;270;25;10;5;3,2;
16734;1980;1;3;9;1.003,5;9,4;8;;;82;250;25;10;7;;
16734;1980;1;3;12;1.001,9;10,4;7;;;58;250;37;15;6;;
16734;1980;1;3;15;1.004;7;6;;;85;250;24;15;8;;
16734;1980;1;3;18;1.005,7;5,4;4,6;16,2;;88;290;9;5;8;5,6;
16734;1980;1;3;21;1.006,8;6,4;5;;;79;290;24;10;6;;
16734;1980;1;4;0;1.007,3;6;5;;;85;270;30;10;8;;
16734;1980;1;4;3;1.007,7;4,6;3,4;;;80;320;15;10;8;;
16734;1980;1;4;6;1.010,3;1,4;1;;1,2;92;340;12;2;8;7,4;
16734;1980;1;4;9;1.011,6;2,8;2,2;;;89;360;10;6;8;;
