STATIONID;OBSERVATIONYEAR;OBSERVATIONMONTH;OBSERVATIONDAY;OBSERVATIONHOUR;BARPRESSURE;DRYTEMP;WETTEMP;MAXTEMP;MINTEMP;RELHUMIDITY;WINDDIRECTION;WINDFORCEKNOT;VISIBILITY;TOTALCLOUDAMOUNT;PRECIPHEIGHT;HLIOFANIA
16738;2000;1;1;0;1.014,7;12;9;;;65;270;20;10;5;;
16738;2000;1;1;3;1.015,3;12;9;;;65;320;14;10;5;;
16738;2000;1;1;6;1.015,3;11;9;13;11;75;360;12;10;5;;
16738;2000;1;1;9;1.018,7;11,6;9;;;69;360;10;10;5;;
16738;2000;1;1;12;1.018,4;11;9;;;75;350;12;10;6;;
16738;2000;1;1;15;1.019;10;8;;;74;360;8;10;8;0;
16738;2000;1;1;18;1.019;10;8;12,2;10;74;0;0;10;6;0;
16738;2000;1;1;21;1.019;10;8;;;74;70;14;10;6;;
16738;2000;1;2;0;1.018,7;9;7,6;;;82;40;10;8;7;3;
16738;2000;1;2;3;1.018,7;9;7,6;;;82;40;18;10;7;;
16738;2000;1;2;6;1.018,4;9;7,6;10;8;82;10;27;7;8;3,9;
16738;2000;1;2;9;1.019,1;8;7;;;86;20;18;6;8;2,7;
16738;2000;1;2;12;1.017,8;9;6,8;;;71;20;20;10;7;0,7;
16738;2000;1;2;15;1.018,4;9;7;;;73;10;18;10;8;0;
16738;2000;1;2;18;1.017,8;9;7;9,8;8;73;20;24;10;7;3,4;
16738;2000;1;2;21;1.017,6;8,4;6,8;;;78;10;23;10;6;;
16738;2000;1;3;0;1.017,8;7,4;5,8;;;77;20;30;10;6;;
16738;2000;1;3;3;1.017,6;7,4;5,8;;;77;20;30;10;7;;
16738;2000;1;3;6;1.017,6;9;8,2;9;6,8;89;10;30;10;7;0,8;
16738;2000;1;3;9;1.019,9;8,6;5,2;;;55;10;30;10;6;0;
16738;2000;1;3;12;1.019,9;6,4;3,4;;;56;10;30;10;6;0;
16738;2000;1;3;15;1.019;5,8;3;;;58;10;30;10;4;;
16738;2000;1;3;18;1.019,9;4,8;2,8;9,4;4,8;69;360;32;10;7;0;
16738;2000;1;3;21;1.019,9;4,8;2,8;;;69;360;26;10;7;;
16738;2000;1;4;0;1.019,8;4;2,6;;;77;360;24;10;7;;
16738;2000;1;4;3;1.019,5;4;2,6;;;77;350;28;10;7;;
16738;2000;1;4;6;1.019,5;4;2,6;5;3;77;340;28;10;6;;
16738;2000;1;4;9;1.019,3;6;4;;;70;360;26;10;7;;
16738;2000;1;4;12;1.019,7;6,8;3,6;;;55;360;26;10;6;;
16738;2000;1;4;15;1.017,6;7;4,6;;;66;360;26;10;7;;
16738;2000;1;4;18;1.017,6;7;4,6;8;4;66;360;31;10;6;;
16738;2000;1;4;21;1.018;7;4,2;;;60;360;33;10;6;;
16738;2000;1;5;0;1.018,2;7;4,2;;;60;360;30;10;7;;
16738;2000;1;5;3;1.018;7;4,2;;;60;360;28;10;7;;
16738;2000;1;5;6;1.018;7;4,2;7;6;60;360;28;10;7;;
16738;2000;1;5;9;1.019,1;7,4;4,2;;;55;360;28;10;7;;
16738;2000;1;5;12;1.018,2;8,2;4,2;;;46;360;28;10;6;;
16738;2000;1;5;15;1.018,2;7,4;4,2;;;55;360;24;10;6;;
16738;2000;1;5;18;1.018,2;7,4;4,2;8,8;7;55;360;23;10;6;;
16738;2000;1;5;21;1.019,1;7;4,2;;;60;360;24;10;5;;
16738;2000;1;6;0;1.019,1;7;4,2;;;60;360;20;10;5;;
16738;2000;1;6;3;1.019,1;7;4,2;;;60;10;20;10;5;;
16738;2000;1;6;6;1.019,1;8,8;5,4;9,2;6,2;55;360;18;10;6;;
16738;2000;1;6;9;1.020,2;8,8;5,4;;;55;360;16;10;6;;
16738;2000;1;6;12;1.019,7;9,2;6,6;;;67;350;15;10;5;;
16738;2000;1;6;15;1.019,3;9;5,6;;;56;350;16;10;4;;
16738;2000;1;6;18;1.019,3;9;5,6;10;8,8;56;360;14;10;5;;
16738;2000;1;6;21;1.019,5;8,8;5,4;;;55;350;12;10;5;;
16738;2000;1;7;0;1.019,5;8,8;5,4;;;55;20;15;10;6;;
16738;2000;1;7;3;1.019,5;8,8;5,4;;;55;10;16;10;6;;
16738;2000;1;7;6;1.019,5;8,8;5,4;9;7,8;55;20;18;10;6;;
16738;2000;1;7;9;1.021,1;9;7,6;;;82;20;24;10;6;;
16738;2000;1;7;12;1.020,8;9;6,4;;;65;360;22;10;5;;
16738;2000;1;7;15;1.020,8;8;6;;;72;10;26;10;6;;
16738;2000;1;7;18;1.021,3;8;5;9,8;8;59;360;28;10;5;;
16738;2000;1;7;21;1.021,3;8;5;;;59;360;26;10;5;;
16738;2000;1;8;0;1.021,3;8;6;;;72;10;22;10;8;0,7;
16738;2000;1;8;3;1.021,3;8;6;;;72;360;28;10;8;0,3;
16738;2000;1;8;6;1.021,6;8;6;8,4;6,8;72;10;28;10;7;1;
16738;2000;1;8;9;1.023;9;5,8;;;59;20;24;10;6;;
16738;2000;1;8;12;1.022,5;9,8;6,4;;;56;360;24;10;5;;
16738;2000;1;8;15;1.023;8,6;5,8;;;63;360;22;10;5;;
16738;2000;1;8;18;1.023,4;8,6;5,8;10,6;8;63;10;23;10;7;;
16738;2000;1;8;21;1.023,4;8,2;5;;;57;10;24;10;7;;
16738;2000;1;9;0;1.023,7;8,2;5;;;57;360;18;10;6;;
16738;2000;1;9;3;1.023,7;8,2;5;;;57;360;18;10;6;;
16738;2000;1;9;6;1.023,7;8,2;5;8,6;7;57;360;18;10;4;;
16738;2000;1;9;9;1.024,8;9,8;5,4;;;44;360;16;10;4;;
16738;2000;1;9;12;1.023,7;11;6,4;;;45;360;16;10;3;;
16738;2000;1;9;15;1.023,8;9,2;5,4;;;51;360;12;10;3;;
16738;2000;1;9;18;1.023,9;8,2;5;11,8;8,2;57;360;10;10;3;;
16738;2000;1;9;21;1.023,9;8,2;5;;;57;360;10;10;3;;
16738;2000;1;10;0;1.025,2;8;5;;;59;360;14;10;3;;
16738;2000;1;10;3;1.025,4;8;5;;;59;10;16;10;3;;
16738;2000;1;10;6;1.025,4;8,4;5,4;8,6;7,2;59;20;16;10;3;;
16738;2000;1;10;9;1.026,6;10,8;6,8;;;52;20;15;10;3;;
16738;2000;1;10;12;1.026;12;8;;;54;360;10;10;3;;
16738;2000;1;10;15;1.026;11;7,6;;;60;20;16;10;5;;
16738;2000;1;10;18;1.024,8;9;6;12,8;8,4;61;20;12;10;5;;
16738;2000;1;10;21;1.025,1;9;6;;;61;20;15;10;5;;
16738;2000;1;11;0;1.025,1;9;6;;;61;360;16;10;6;;
16738;2000;1;11;3;1.025,4;9;6;;;61;10;18;10;5;;
16738;2000;1;11;6;1.026,4;9;6;9,4;8;61;20;20;10;4;;
16738;2000;1;11;9;1.027,3;10;6,8;;;60;20;20;10;6;;
16738;2000;1;11;12;1.026,4;9;6;;;61;360;22;10;6;;
16738;2000;1;11;15;1.026,2;9,4;6,6;;;64;10;24;10;6;;
16738;2000;1;11;18;1.026,4;9,4;6,6;11;9;64;10;28;10;7;;
16738;2000;1;11;21;1.026,4;8,2;5;;;57;360;28;10;6;;
16738;2000;1;12;0;1.026,4;8;6;;;72;10;28;10;6;;
16738;2000;1;12;3;1.026,5;8;6;;;72;10;30;10;6;;
16738;2000;1;12;6;1.027,1;8;6;9,6;7,2;72;360;30;10;7;;
16738;2000;1;12;9;1.028,3;8;6;;;72;360;29;10;7;;
16738;2000;1;12;12;1.027,1;8;6;;;72;20;28;10;7;;
16738;2000;1;12;15;1.027,1;8,2;5;;;57;20;30;10;7;;
16738;2000;1;12;18;1.027,3;8,2;5;9,2;8;57;20;27;10;7;;
16738;2000;1;12;21;1.027,3;8;5,6;;;68;20;26;10;6;;
16738;2000;1;13;0;1.027,3;8;5,6;;;68;10;27;10;7;;
16738;2000;1;13;3;1.026,6;8;5,6;;;68;20;26;10;7;;
16738;2000;1;13;6;1.027,4;8;5,6;8,4;7;68;20;26;10;7;;
16738;2000;1;13;9;1.027,8;9;6;;;61;40;24;10;7;;
16738;2000;1;13;12;1.026,1;9;6;;;61;20;26;10;7;;
16738;2000;1;13;15;1.025,6;8,4;5,6;;;63;20;28;10;7;;
16738;2000;1;13;18;1.024,4;8,4;5,6;10,2;8;63;20;24;10;6;;
16738;2000;1;13;21;1.024,4;8,4;5,6;;;63;20;24;10;7;;
16738;2000;1;14;0;1.024,4;8;5,6;;;68;20;24;10;7;;
16738;2000;1;14;3;1.023,5;8;5,6;;;68;20;26;10;7;;
16738;2000;1;14;6;1.022,9;8,4;5,6;9;7;63;50;23;10;7;;
16738;2000;1;14;9;1.022,9;8,8;5,8;;;61;50;23;10;7;;
16738;2000;1;14;12;1.021,1;8,8;5,8;;;61;50;24;10;6;;
16738;2000;1;14;15;1.020,3;9;6;;;61;20;28;10;8;;
16738;2000;1;14;18;1.019,5;9;6;9,8;8,4;61;20;29;10;7;;
16738;2000;1;14;21;1.019,3;9;5,4;;;53;20;30;10;7;;
16738;2000;1;15;0;1.019,3;9;6,4;;;65;50;32;10;8;;
16738;2000;1;15;3;1.019;9;6,4;;;65;20;33;10;8;;
16738;2000;1;15;6;1.019;9;6,4;9,4;7,8;65;20;30;9;8;0,5;
16738;2000;1;15;9;1.019,7;8,8;8;;;89;20;32;9;8;1,2;
16738;2000;1;15;12;1.019,3;8,4;7,2;;;83;20;30;9;8;0,3;
16738;2000;1;15;15;1.019,1;8,4;7,2;;;83;20;30;9;8;0;
16738;2000;1;15;18;1.019,4;8,4;7,2;9,8;8,4;83;20;27;7;8;1,6;
