STATIONID;OBSERVATIONYEAR;OBSERVATIONMONTH;OBSERVATIONDAY;OBSERVATIONHOUR;BARPRESSURE;DRYTEMP;WETTEMP;MAXTEMP;MINTEMP;RELHUMIDITY;WINDDIRECTION;WINDFORCEKNOT;VISIBILITY;TOTALCLOUDAMOUNT;PRECIPHEIGHT;HLIOFANIA
16648;2000;1;1;0;1.014,3;1,8;0,8;;;82;200;5;10;2;;
16648;2000;1;1;3;1.016,9;1;0,2;;;85;300;7;10;0;;
16648;2000;1;1;6;1.018,2;2;0,6;4,4;0,4;75;240;7;10;3;;
16648;2000;1;1;9;1.021;3,4;2,2;;;79;0;0;10;5;;
16648;2000;1;1;12;1.021,1;6,6;3,8;;;60;340;4;10;6;;
16648;2000;1;1;15;1.020,7;5,6;2,6;;;56;360;8;10;7;;
16648;2000;1;1;18;1.022,2;4,8;2,6;6,6;2;66;30;6;10;7;;
16648;2000;1;1;21;1.022,7;3,8;1,8;;;67;10;6;10;7;;
16648;2000;1;2;0;1.022,9;2,4;1,2;;;79;310;6;10;6;;
16648;2000;1;2;3;1.023;2;0,6;;;75;300;4;10;6;;
16648;2000;1;2;6;1.023;1,6;0,4;4,8;1,6;78;350;6;10;6;;
16648;2000;1;2;9;1.023,6;3,2;1,2;;;66;300;4;10;6;;
16648;2000;1;2;12;1.023,4;4;0,8;;;49;360;8;10;7;;
16648;2000;1;2;15;1.024;2,4;1;;;75;0;0;8;8;0;
16648;2000;1;2;18;1.024,7;2,4;0,4;4,6;1,6;64;350;8;8;8;0;
16648;2000;1;2;21;1.026,2;2,2;0,2;;;64;30;10;8;8;;
16648;2000;1;3;0;1.026;1,8;-0,4;;;64;350;8;10;7;;
16648;2000;1;3;3;1.026,2;1,6;-0,6;;;62;10;10;10;6;;
16648;2000;1;3;6;1.027,6;0;-2;2,6;-0,8;64;360;10;10;2;;
16648;2000;1;3;9;1.029,1;2,2;-0,8;;;51;10;16;10;2;;
16648;2000;1;3;12;1.027,4;4,4;0,8;;;44;330;10;10;3;;
16648;2000;1;3;15;1.026,6;2,8;0,8;;;66;20;8;10;2;;
16648;2000;1;3;18;1.026,2;-0,2;-1,4;4,6;-0,2;78;310;6;10;1;;
16648;2000;1;3;21;1.026,5;-2;-3;;;80;0;0;10;0;;
16648;2000;1;4;0;1.025,3;-4;-4,2;;;96;0;0;10;0;;
16648;2000;1;4;3;1.024,2;-4,6;-4,8;;;95;0;0;10;0;;
16648;2000;1;4;6;1.023,8;-4,8;-5;-0,2;-6;95;0;0;10;6;;
16648;2000;1;4;9;1.024,9;-1,2;-2;;;84;0;0;10;6;;
16648;2000;1;4;12;1.023,5;1,4;-0,6;;;65;0;0;10;3;;
16648;2000;1;4;15;1.021,9;3,4;1;;;60;280;5;10;1;;
16648;2000;1;4;18;1.022,6;-1;-1,6;4;-4,8;88;120;5;10;1;;
16648;2000;1;4;21;1.023,4;-2,2;-2,6;;;92;0;0;10;0;;
16648;2000;1;5;0;1.023,5;-3,2;-3,4;;;96;0;0;10;0;;
16648;2000;1;5;3;1.022,6;-4,6;-4,8;;;95;0;0;10;0;;
16648;2000;1;5;6;1.022,3;-5;-5,2;-1;-5,8;95;0;0;8;0;;
16648;2000;1;5;9;1.022,7;1,4;0;;;74;0;0;6;0;;
16648;2000;1;5;12;1.021,5;5,8;3;;;58;0;0;10;0;;
16648;2000;1;5;15;1.020,2;6;3,2;;;58;0;0;10;0;;
16648;2000;1;5;18;1.020,9;1,2;0,2;7;-5;81;0;0;10;0;;
16648;2000;1;5;21;1.022;-1,4;-1,4;;;100;0;0;10;0;;
